Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU16,OUT035,1518.96964
FDH12,OUT013,1746.277044
DRE48,OUT010,1189.879378
NCL42,OUT027,5287.80855
FDR21,OUT045,2750.897552
NCW29,OUT035,2227.704693
FDO11,OUT013,4040.907543
NCM31,OUT049,2326.624447
FDV35,OUT019,554.3906124
FDF58,OUT017,1133.272847
NCE43,OUT049,2752.968166
FDA02,OUT035,2490.415041
DRL37,OUT010,-1181.37624
FDR24,OUT018,1242.748245
FDW59,OUT049,1453.41611
FDS22,OUT049,902.5160815
FDW24,OUT017,945.6808858
FDU24,OUT035,1708.024796
FDA21,OUT027,4417.560887
FDH58,OUT027,3336.755007
FDW36,OUT018,1401.685813
FDI45,OUT027,4208.989956
FDU01,OUT018,2722.765251
FDF35,OUT027,3191.929446
FDU43,OUT019,1895.461957
FDE24,OUT019,392.9211702
FDK50,OUT049,2703.07336
FDG31,OUT045,978.99631
FDC60,OUT045,1432.003169
FDL36,OUT013,1492.78911
FDP21,OUT013,3092.856628
FDW16,OUT045,1444.560941
FDX02,OUT017,3659.364026
FDQ58,OUT027,3918.232869
FDT51,OUT046,1835.84329
FDD59,OUT049,1429.037849
NCM42,OUT018,1463.933037
FDA57,OUT018,412.5528642
FDZ48,OUT035,1943.736019
FDE46,OUT045,2370.31102
NCZ30,OUT019,21.92184659
FDB56,OUT017,3093.245639
FDA25,OUT027,3177.279774
FDD20,OUT013,2047.645684
FDL25,OUT013,1520.957222
NCO18,OUT049,2891.404048
FDJ45,OUT017,701.3468998
FDR12,OUT035,2862.234011
NCF19,OUT010,-1141.692386
FDK25,OUT046,2675.055963
NCR17,OUT046,1815.592963
FDC52,OUT046,2476.2777
NCA54,OUT017,2959.449841
FDR45,OUT010,1878.687023
NCM19,OUT049,1895.545057
FDF39,OUT027,5660.151759
FDX23,OUT049,1670.041663
FDD58,OUT027,3062.332269
FDX28,OUT013,1648.119657
NCD31,OUT013,2602.348308
FDU57,OUT018,2168.189558
FDI27,OUT046,816.6881573
NCM42,OUT046,1724.27843
FDD32,OUT027,2820.59401
FDI34,OUT013,3691.876778
NCM29,OUT049,2159.398311
FDG46,OUT018,1589.304649
DRC01,OUT010,-1049.962435
FDB15,OUT027,5591.959415
NCA17,OUT027,3823.350175
FDF10,OUT046,2347.134942
FDR26,OUT027,4295.034563
FDI02,OUT049,1931.739731
NCM54,OUT010,102.0715581
FDF14,OUT013,2452.760695
FDJ33,OUT010,63.78952926
FDM20,OUT035,4034.33159
FDC03,OUT027,4596.541904
NCX05,OUT046,1838.559518
NCM41,OUT027,2917.905002
NCU29,OUT010,429.1374564
FDQ59,OUT017,1507.33863
FDH46,OUT010,-225.0728887
FDH09,OUT013,883.2545655
NCD06,OUT045,683.2213471
FDC15,OUT035,2600.053897
DRD37,OUT027,2206.515893
FDT28,OUT027,3834.669995
FDR28,OUT027,4105.284822
FDT38,OUT017,1503.384968
FDV34,OUT027,2732.671854
FDY52,OUT035,1192.73842
FDB34,OUT013,1433.871372
DRL23,OUT018,1416.031755
DRB24,OUT046,2454.328504
FDJ50,OUT046,907.9206091
FDQ49,OUT035,2649.567245
FDP20,OUT035,2141.56994
FDV19,OUT027,4034.017997
NCR54,OUT045,3012.552888
FDO09,OUT010,2225.524511
FDS57,OUT018,2001.068294
FDN10,OUT049,1988.484999
FDV23,OUT049,2102.877537
FDY28,OUT049,3519.020927
DRG51,OUT013,2613.330204
FDD45,OUT019,-409.5943472
NCL18,OUT027,4464.807591
NCM29,OUT013,2102.366674
FDF17,OUT027,4568.996593
FDE22,OUT017,2683.721334
FDQ22,OUT017,751.2814769
FDS01,OUT013,2896.142591
FDW35,OUT027,2176.922752
FDJ33,OUT046,1991.649609
NCF54,OUT035,2848.119772
FDE09,OUT013,1812.043534
NCE06,OUT045,2473.023191
DRH49,OUT049,1401.118375
FDY43,OUT045,2634.120991
NCT05,OUT017,4106.669843
FDZ34,OUT045,2976.782431
FDL38,OUT017,1575.889961
FDZ31,OUT017,3153.622483
FDR14,OUT035,1054.337706
NCN54,OUT049,1358.101178
NCC42,OUT027,3659.246428
FDK08,OUT017,1717.224658
FDP59,OUT013,1774.980321
FDV22,OUT035,2697.361521
FDD33,OUT035,3840.847011
DRE60,OUT027,5012.688013
FDK52,OUT046,3585.434172
FDA02,OUT017,2447.619869
FDM56,OUT049,1855.912956
FDE57,OUT035,2411.83066
FDM32,OUT045,1378.026026
NCQ30,OUT027,3380.122027
FDQ27,OUT027,3188.31848
FDT60,OUT027,3450.691369
FDU43,OUT049,3894.797886
NCO55,OUT035,1830.641986
FDG02,OUT045,2973.879241
FDJ28,OUT013,3066.783358
FDP40,OUT045,1782.839913
FDJ38,OUT045,3005.139692
NCC54,OUT017,3887.587245
NCZ41,OUT046,1979.49797
FDK38,OUT019,481.1358006
FDU52,OUT013,2508.224977
FDC40,OUT046,1286.622344
NCR30,OUT017,1287.856478
NCN18,OUT017,1864.072129
FDB50,OUT035,1407.968105
FDG04,OUT013,3029.262697
FDR26,OUT035,2962.325817
NCT17,OUT018,2691.918075
FDX35,OUT027,5079.140128
FDS12,OUT046,2023.136959
NCZ29,OUT027,3439.332443
FDB38,OUT010,701.8050523
FDP12,OUT013,675.9799298
FDP22,OUT046,897.5139546
FDS26,OUT018,3835.979462
FDR52,OUT046,3045.219688
DRJ13,OUT046,2553.197155
FDU48,OUT027,3546.271458
FDE29,OUT035,1133.80261
NCT29,OUT049,2023.247405
DRK37,OUT018,2710.260495
FDK55,OUT046,1427.435052
FDR07,OUT046,1547.632608
FDO21,OUT027,5059.244707
FDK46,OUT049,4216.98551
FDB12,OUT045,1653.129148
FDT31,OUT027,4459.426133
FDJ33,OUT045,1925.093171
FDC26,OUT027,3206.596033
NCQ02,OUT045,2902.037861
FDP08,OUT010,1130.983031
FDB11,OUT027,5026.348143
FDV55,OUT013,2365.236844
FDW20,OUT049,2052.135981
NCJ18,OUT019,-30.23370689
FDC41,OUT018,947.044887
FDE14,OUT027,3135.797055
FDG35,OUT013,2870.481721
FDF45,OUT035,1145.967548
FDS19,OUT027,2758.060402
FDS58,OUT019,649.3459503
FDA26,OUT017,3635.561568
FDM32,OUT049,1528.887583
FDL45,OUT046,2031.195764
FDZ55,OUT049,2653.475016
FDY37,OUT049,2406.120886
FDO46,OUT046,3082.968744
FDQ60,OUT046,1957.390121
FDA19,OUT018,1813.877213
FDL15,OUT046,2460.549708
FDM10,OUT018,3092.587534
NCL05,OUT017,798.4406711
DRK49,OUT010,-1213.156674
NCE18,OUT027,5402.055174
FDG40,OUT049,696.4115775
DRI59,OUT045,3435.663733
FDK28,OUT035,4194.977627
NCD06,OUT019,-1163.877515
FDO11,OUT019,2064.13665
FDK27,OUT046,1931.429905
FDT43,OUT027,2300.872244
FDD38,OUT018,1382.383517
FDA16,OUT049,3587.188283
FDL14,OUT027,3954.345347
NCM17,OUT049,812.2405547
FDD20,OUT045,1927.388902
FDA40,OUT045,1401.433705
FDL43,OUT045,1211.463962
FDV15,OUT045,1574.453836
FDE52,OUT046,1502.997752
NCL17,OUT010,351.6570742
NCJ31,OUT045,3659.510204
FDR60,OUT045,1198.263872
NCA18,OUT035,1978.422328
FDS21,OUT027,2503.532371
FDW09,OUT035,1430.821136
FDL26,OUT035,2602.530943
FDS47,OUT018,1154.997701
FDC39,OUT046,3255.919618
FDT51,OUT035,1986.424355
FDK40,OUT035,4309.69959
NCG19,OUT045,3610.402285
FDZ07,OUT046,1059.335522
FDF08,OUT027,2934.964196
FDO04,OUT013,956.1626829
FDK41,OUT018,1066.348115
FDP15,OUT049,4127.512356
NCD43,OUT018,1395.715207
NCP18,OUT013,2386.194153
FDZ51,OUT046,1518.785717
DRH13,OUT035,1885.091595
FDF38,OUT045,665.7144579
NCI43,OUT045,733.7763233
FDM38,OUT027,2352.207674
FDS03,OUT013,1098.95667
DRJ47,OUT017,2814.310887
FDT50,OUT010,-313.2882495
FDV02,OUT046,2742.931242
NCG18,OUT017,1757.262426
FDW52,OUT046,2667.686857
FDS40,OUT035,773.2690926
FDN31,OUT017,3134.806759
FDA37,OUT045,1953.383337
FDA15,OUT046,3960.103278
FDL39,OUT046,2876.877029
FDJ53,OUT045,1890.067238
FDX22,OUT013,3379.691122
NCZ42,OUT045,3689.87662
FDD56,OUT027,4244.927186
FDD40,OUT017,3221.065569
FDS50,OUT013,3522.485255
NCN14,OUT013,2928.493884
FDT15,OUT013,2988.871024
NCS18,OUT027,3168.349609
NCO26,OUT010,-104.4340149
FDF58,OUT018,750.726883
NCB19,OUT013,1406.889218
FDH26,OUT017,2401.515631
DRB24,OUT027,3880.849477
FDA49,OUT018,1122.2086
FDB32,OUT045,1482.413737
FDI36,OUT017,3267.012091
NCA17,OUT010,437.7691806
FDH22,OUT013,2028.003341
NCM26,OUT018,2145.281393
FDT15,OUT027,4408.049276
FDB16,OUT018,1143.774298
NCP54,OUT027,3408.978921
FDJ36,OUT013,1670.322619
FDO28,OUT045,1856.85137
FDU09,OUT013,979.9963676
FDF29,OUT017,2175.939362
FDY08,OUT013,2300.771167
DRJ59,OUT018,352.3298337
FDT23,OUT027,2785.513237
FDU15,OUT018,420.9106992
FDT47,OUT013,1651.036127
FDI53,OUT019,728.6110671
FDR59,OUT018,3905.542805
FDD53,OUT035,835.6800907
FDY51,OUT017,3581.720645
FDT04,OUT049,737.4535193
FDU51,OUT049,2940.452795
FDG14,OUT035,2610.955504
NCU06,OUT045,3553.106649
DRG25,OUT046,2947.671967
DRH49,OUT035,1493.120945
FDN15,OUT035,2373.767507
FDL43,OUT018,978.9284501
NCT18,OUT049,2968.846319
NCB31,OUT013,4116.101581
FDK57,OUT035,2056.350118
FDY04,OUT019,741.332538
NCP54,OUT046,1928.824164
FDF41,OUT013,3879.632044
FDM01,OUT045,1633.334496
FDW03,OUT045,1668.662033
FDF28,OUT045,1947.530267
FDY37,OUT017,2419.958757
FDQ03,OUT017,3893.110243
FDP51,OUT027,3374.396568
FDJ40,OUT017,1934.269685
FDC32,OUT049,1601.194391
DRI49,OUT027,2740.693681
NCW54,OUT017,993.1856372
FDF09,OUT017,765.6361367
FDP45,OUT018,3729.610286
DRJ23,OUT018,2680.11248
FDS59,OUT017,1937.275869
FDY08,OUT046,2244.749189
FDX16,OUT049,2453.684472
FDY16,OUT018,2689.994579
FDK32,OUT035,2625.624282
FDQ22,OUT013,708.421689
NCC31,OUT018,2193.49305
FDG58,OUT049,2547.640865
DRF48,OUT013,3022.812647
DRH36,OUT049,1286.488074
NCR30,OUT035,1345.849723
FDB03,OUT019,1936.007969
FDZ28,OUT027,3476.777093
FDR35,OUT017,3260.010209
DRD15,OUT027,5115.123528
FDJ33,OUT019,124.2921509
FDA56,OUT010,32.94560198
FDP56,OUT046,812.6051982
NCT30,OUT046,780.1716984
FDK15,OUT017,1719.12826
FDH44,OUT018,2116.62032
FDV01,OUT013,2530.523806
DRG03,OUT017,2518.846244
FDG50,OUT027,2916.106668
FDR16,OUT010,1516.901952
FDZ60,OUT046,1722.719098
DRG03,OUT045,2375.950503
FDS56,OUT018,3941.521111
FDU33,OUT045,685.6542574
DRD27,OUT035,1734.105401
FDW22,OUT046,3541.369967
DRA24,OUT045,2517.274689
FDF38,OUT049,812.6035371
FDX48,OUT013,2495.650854
FDS58,OUT018,2297.223459
FDC32,OUT046,1495.969082
NCQ29,OUT045,4028.490508
DRK39,OUT018,1080.287516
NCS38,OUT017,1909.404636
DRO47,OUT013,1810.404731
DRG27,OUT027,2144.487406
FDC57,OUT027,4492.22071
FDS55,OUT046,2343.487398
NCJ06,OUT018,1621.622792
FDO01,OUT019,189.6238619
NCM55,OUT045,2851.817328
FDC52,OUT049,2579.9752
FDQ15,OUT045,1258.557688
NCT30,OUT027,2219.378978
NCR42,OUT027,1992.098412
FDD28,OUT035,1109.696852
FDQ34,OUT049,1766.045069
FDZ12,OUT027,3723.898777
DRE13,OUT019,-506.4824748
NCN07,OUT019,209.3216554
FDM28,OUT035,3018.658493
FDI10,OUT017,2873.490031
FDQ25,OUT013,2793.822953
FDA38,OUT010,1916.124073
DRI13,OUT049,3517.635173
FDY20,OUT027,2952.926082
NCZ53,OUT035,3098.344357
NCM31,OUT013,2300.735445
DRB01,OUT017,3087.626086
DRF37,OUT046,4114.186301
NCF42,OUT049,2862.373768
FDF16,OUT018,2098.902964
FDB41,OUT013,867.4147167
FDR34,OUT013,3676.400469
FDR15,OUT018,2255.859239
NCV42,OUT019,-119.6901361
FDW51,OUT035,3501.949752
FDU36,OUT017,1683.794396
FDX60,OUT049,1413.507986
FDY03,OUT035,1999.123335
FDW55,OUT045,3903.322314
FDT01,OUT010,1416.88562
FDG58,OUT013,2495.308659
FDK21,OUT017,4057.670447
NCS41,OUT019,971.5827347
FDS10,OUT045,2821.159424
NCT53,OUT046,2605.361709
FDJ28,OUT018,2759.085568
FDX44,OUT045,1361.331318
FDT20,OUT018,387.0409926
FDO44,OUT017,1869.878138
NCX17,OUT049,3769.224339
FDY01,OUT017,1957.546166
FDJ12,OUT027,4816.878343
DRK35,OUT018,339.7336194
FDD47,OUT019,753.4865794
NCM53,OUT035,1827.599059
FDO45,OUT013,1497.215019
NCM42,OUT010,-169.5750041
FDE04,OUT046,2902.903436
NCI30,OUT027,5339.106995
FDZ19,OUT013,2806.520992
FDW57,OUT013,2886.638834
FDA25,OUT013,1722.149315
FDT22,OUT046,970.32464
FDP51,OUT013,1977.930818
FDD48,OUT027,3323.922174
FDY39,OUT035,3096.956549
FDO48,OUT010,1646.59799
FDD23,OUT027,4442.570634
DRN35,OUT027,2067.932673
FDT01,OUT035,3552.428721
FDC20,OUT010,-993.6310804
DRJ35,OUT035,1160.397928
FDB32,OUT046,1521.63668
FDL24,OUT046,2765.109409
NCV42,OUT035,1936.890323
FDZ46,OUT046,1762.130931
FDC15,OUT013,2488.377708
FDD08,OUT019,-1243.398048
FDY50,OUT049,1543.192066
FDD36,OUT013,1952.41889
FDG57,OUT027,2268.493793
FDL21,OUT018,470.06176
FDN16,OUT027,3139.452795
FDJ09,OUT027,2220.988791
FDS01,OUT010,948.3905239
FDV33,OUT017,4262.63789
DRE12,OUT017,1926.875624
FDR07,OUT013,1595.861095
FDP48,OUT010,1053.37602
NCB55,OUT035,1056.186356
FDQ08,OUT013,1068.05977
FDR34,OUT035,3844.100124
FDO33,OUT046,1800.328099
FDP13,OUT045,620.6460593
FDX12,OUT049,3986.121486
NCT06,OUT049,2720.103313
FDR16,OUT019,1526.527823
FDE36,OUT046,2678.715494
FDZ36,OUT049,3079.582807
FDV13,OUT045,1406.932683
NCZ17,OUT035,737.4681016
FDU56,OUT045,2848.632156
FDM09,OUT035,2899.480189
FDV02,OUT017,2836.394685
FDS34,OUT018,1533.506703
FDA11,OUT049,1648.631002
FDP09,OUT017,3460.998329
FDB29,OUT027,3334.65877
FDT19,OUT017,2878.249118
DRH15,OUT017,828.6110853
FDY38,OUT046,3729.535269
FDF14,OUT027,3880.125873
FDN48,OUT010,-407.4229451
FDQ12,OUT013,3685.929197
NCJ43,OUT045,2665.641895
FDE17,OUT019,531.6922534
FDB05,OUT035,4076.90932
FDH10,OUT045,2990.243356
NCR06,OUT017,781.7192719
FDU32,OUT018,1682.664253
FDD56,OUT049,2849.795262
FDO36,OUT018,2599.767588
FDH16,OUT010,-428.767019
FDX10,OUT018,370.6981065
FDZ37,OUT017,1586.044322
FDU31,OUT010,1586.139648
DRC49,OUT049,2349.292974
FDL15,OUT045,2366.008462
FDN32,OUT019,1071.011616
DRH59,OUT027,2648.710006
NCU29,OUT049,2434.083687
FDR37,OUT019,1070.942267
FDS14,OUT018,2230.848788
FDU02,OUT027,5039.014109
FDJ08,OUT035,3195.416034
NCZ06,OUT045,3903.097931
FDO31,OUT049,1475.901996
FDH31,OUT018,1408.612292
FDS58,OUT017,2660.236474
NCA53,OUT027,2253.902304
FDF50,OUT046,3140.232522
NCW42,OUT049,3590.788943
NCQ17,OUT045,2384.077461
FDK51,OUT018,3899.364764
NCW41,OUT010,570.8436378
NCR29,OUT017,995.735203
FDB08,OUT019,640.5015498
FDA40,OUT027,2881.615108
FDL14,OUT018,2287.386079
FDB47,OUT046,3288.446625
FDO03,OUT035,3804.950887
DRK13,OUT019,1199.254778
FDX13,OUT010,2012.520939
FDF52,OUT046,2908.996491
FDT11,OUT013,3075.403584
FDB08,OUT013,2593.737868
FDQ28,OUT018,2245.945802
FDD29,OUT045,3932.132766
NCQ29,OUT027,5546.175031
NCO02,OUT013,1076.570999
FDR56,OUT010,1175.534312
NCM54,OUT049,2077.7223
FDP51,OUT035,2058.506012
FDT38,OUT013,1407.669061
FDZ20,OUT018,3728.531234
FDJ53,OUT013,1968.202887
FDX13,OUT049,4041.339152
FDP58,OUT035,3620.940147
NCK31,OUT019,-1049.326202
FDA35,OUT018,1742.618585
FDV37,OUT018,2872.033109
NCO07,OUT027,4816.87493
FDA20,OUT045,2909.210358
FDZ59,OUT035,2862.328794
NCY17,OUT017,811.1459801
FDQ28,OUT035,2628.837687
FDV35,OUT017,2552.576355
FDQ36,OUT013,665.4774563
FDD34,OUT018,2334.229412
FDK51,OUT045,4123.935196
FDV31,OUT035,2930.894967
FDR04,OUT035,1708.061463
FDR14,OUT049,1000.48083
DRC36,OUT010,885.6129832
FDE39,OUT019,44.82967025
FDP57,OUT049,1781.981164
FDE57,OUT046,2264.359925
NCN18,OUT046,1755.98558
NCQ05,OUT018,2098.982519
FDW47,OUT035,2072.627049
FDV46,OUT035,2355.503411
NCP29,OUT045,933.9692887
FDE09,OUT018,1513.679815
NCU06,OUT027,5055.358267
FDT19,OUT010,861.5433757
DRF15,OUT017,2518.161627
DRI51,OUT013,2725.289294
NCX54,OUT013,1690.142569
DRE01,OUT013,3813.653551
NCB07,OUT045,2998.769182
FDU50,OUT035,2023.312767
FDG40,OUT035,740.1946096
FDW10,OUT018,2509.644259
FDX51,OUT013,3163.271079
NCP17,OUT045,948.9401403
FDP21,OUT035,3137.253875
FDL04,OUT045,1617.22842
FDV23,OUT013,1999.218269
FDF24,OUT046,1370.881956
FDH56,OUT027,3323.579874
FDB51,OUT049,1124.902557
FDI58,OUT027,3030.746425
FDR20,OUT013,866.4924903
FDC51,OUT018,1750.03684
FDB16,OUT027,2855.925034
FDE40,OUT049,1091.268225
NCM17,OUT035,857.5899834
FDU56,OUT035,3090.813378
FDS32,OUT019,404.4933605
FDX02,OUT049,3647.106437
FDT39,OUT027,3939.106302
FDE35,OUT017,1099.16544
NCI42,OUT019,1417.895456
DRL23,OUT046,1696.422138
FDA10,OUT046,1941.578657
FDA11,OUT013,1586.250596
NCM06,OUT046,2440.234342
NCT05,OUT035,4193.300811
NCQ02,OUT010,1029.948069
NCY06,OUT049,2146.032197
FDY56,OUT035,3739.984476
FDL02,OUT035,1860.63495
NCI06,OUT035,2955.013395
FDQ14,OUT045,2329.715989
FDQ12,OUT017,3721.697445
FDP36,OUT046,853.878265
FDK21,OUT027,5423.677028
FDO40,OUT045,2295.64672
NCK54,OUT019,-24.17706517
FDY09,OUT018,2540.093334
NCW30,OUT049,4199.681984
NCC55,OUT027,2049.205632
FDE58,OUT018,1607.585897
FDR39,OUT013,2952.077254
FDU28,OUT049,3098.958557
FDH08,OUT017,3723.60008
FDG35,OUT045,2769.741607
FDG22,OUT049,748.7687516
FDC34,OUT035,2662.030894
FDP15,OUT018,3744.086453
FDK34,OUT010,1874.566783
FDU45,OUT035,2009.936492
FDQ04,OUT027,2125.673704
FDX22,OUT018,3100.39956
FDB45,OUT017,1779.579277
NCH43,OUT027,4858.828151
DRE60,OUT046,3517.229843
FDD17,OUT027,5192.032186
NCM54,OUT017,2114.87503
NCH55,OUT013,2048.565254
NCT06,OUT017,2707.485518
FDA48,OUT027,4946.854324
FDY58,OUT027,5066.683253
FDO25,OUT045,3271.573675
FDN50,OUT045,1515.190186
FDH35,OUT035,2768.203908
FDK09,OUT045,3523.306201
FDO16,OUT013,1386.621725
FDW11,OUT045,986.489976
FDU47,OUT027,3730.925638
NCQ42,OUT010,118.3718927
FDK55,OUT027,2904.756193
FDN08,OUT049,2005.769588
FDT57,OUT045,3697.735764
FDJ12,OUT018,3060.77949
DRL59,OUT017,965.7709782
NCN53,OUT046,589.4558384
FDO51,OUT010,-1123.160964
FDK56,OUT017,3083.113808
FDY12,OUT035,1005.553537
FDU15,OUT035,818.529524
FDQ19,OUT046,3892.625831
DRF15,OUT045,2376.107053
DRE25,OUT019,-428.9910016
FDK57,OUT018,1635.351637
FDD33,OUT010,1730.662719
FDR34,OUT027,5118.617375
FDU04,OUT045,1893.285436
FDE35,OUT019,-852.6071828
NCD31,OUT035,2718.018108
FDJ56,OUT035,1740.020826
NCU53,OUT046,2601.332028
FDD39,OUT035,3545.481266
NCU17,OUT019,-267.7640354
FDJ20,OUT046,1966.321476
NCW41,OUT018,2203.514776
FDL52,OUT035,845.198035
FDS39,OUT035,2414.048703
DRJ47,OUT045,2681.598027
FDP13,OUT010,-1211.373262
DRK39,OUT010,-584.2330568
FDF28,OUT010,112.3176082
FDB09,OUT045,1943.807908
FDM51,OUT046,1664.991669
DRM49,OUT018,496.7688394
DRF23,OUT013,2808.059517
DRH01,OUT035,2864.720364
FDH12,OUT027,3174.025073
FDA28,OUT019,106.1814635
FDW37,OUT018,1173.478467
FDF02,OUT046,1665.890585
DRL37,OUT046,718.9145991
NCF43,OUT046,2238.68199
FDH08,OUT010,1709.847769
FDR34,OUT019,1744.346623
NCK19,OUT049,3160.065033
NCD55,OUT018,426.4643261
FDT27,OUT049,3835.433232
FDQ57,OUT045,2288.888727
FDA47,OUT035,2722.930955
DRG15,OUT027,2472.687805
FDE05,OUT018,2097.671955
FDN46,OUT046,1654.641828
FDX27,OUT027,2983.833746
FDT51,OUT045,1763.095237
FDU33,OUT013,817.9849078
FDJ16,OUT027,2425.369639
FDD20,OUT019,78.56204907
FDT36,OUT049,669.5903024
DRF15,OUT027,3870.101606
FDN52,OUT010,-507.3632964
FDC22,OUT027,4473.061592
FDX15,OUT045,2470.579527
FDT13,OUT013,3010.017616
FDU04,OUT017,2062.667362
FDU31,OUT019,1578.539167
FDW59,OUT027,2850.133344
NCO29,OUT046,2608.235476
FDL15,OUT035,2575.35245
FDI41,OUT049,2458.789064
FDQ48,OUT049,1703.279477
DRI39,OUT013,932.455705
FDI08,OUT013,3991.66218
FDC21,OUT049,1913.928025
FDF58,OUT035,1184.972804
FDS08,OUT010,917.4770605
FDE47,OUT045,1911.548692
NCP18,OUT019,513.6194839
NCR41,OUT013,1576.829346
FDA27,OUT013,4090.459457
FDA43,OUT035,3224.740505
FDA49,OUT045,1336.091726
NCE55,OUT018,2520.827815
DRM49,OUT027,2232.769647
FDF22,OUT027,4844.837066
FDQ15,OUT018,1057.778828
NCS54,OUT017,2866.946965
NCY05,OUT013,631.0686463
FDR45,OUT046,3795.957574
FDK57,OUT049,2042.110285
FDF41,OUT010,1982.998453
FDV21,OUT046,1996.908561
FDD51,OUT046,754.4723363
FDF33,OUT046,1777.326001
FDA38,OUT046,3783.154384
FDR56,OUT045,3071.965255
NCN41,OUT017,2027.997909
FDC60,OUT027,2910.770464
FDB47,OUT045,3228.119487
DRH01,OUT013,2795.036231
FDW08,OUT046,1676.308171
FDF38,OUT027,2168.314107
FDY32,OUT017,2688.284034
FDG34,OUT049,1909.026322
FDG47,OUT019,2221.233787
NCF18,OUT035,3122.109741
FDL39,OUT019,1020.542386
NCH55,OUT035,2138.480683
DRJ35,OUT049,1094.264546
FDS44,OUT035,3945.341886
DRE01,OUT018,3498.037117
FDY39,OUT013,3008.598324
FDY32,OUT018,2291.080762
FDR33,OUT027,3247.414057
NCP50,OUT049,1396.237797
FDZ47,OUT018,1351.426566
FDU57,OUT049,2565.618981
FDY44,OUT013,3164.224567
DRH59,OUT018,918.6026841
FDB03,OUT027,5271.736321
FDY46,OUT045,2899.241533
FDM39,OUT045,2756.083587
FDY36,OUT035,1379.84367
NCM55,OUT035,3040.946812
FDJ50,OUT010,-1022.373805
DRL60,OUT013,2431.463089
NCJ54,OUT049,3744.961157
FDX59,OUT017,694.3572521
FDI07,OUT013,3238.793301
DRF51,OUT010,-1293.698732
FDM14,OUT017,1880.113804
FDP21,OUT045,2968.771418
FDE40,OUT035,1217.926245
FDE05,OUT035,2538.853535
FDM13,OUT027,3577.938955
FDC34,OUT027,3970.331099
NCI55,OUT018,1672.949421
NCE43,OUT018,2374.199496
FDW58,OUT018,1456.315833
FDG60,OUT045,3638.844531
FDV31,OUT017,2900.168142
FDR47,OUT013,3106.050253
FDM60,OUT019,-1163.278838
NCF06,OUT018,3788.984599
NCN26,OUT027,3312.177808
FDQ59,OUT049,1494.674659
FDF09,OUT046,643.4233839
NCS06,OUT017,4270.042628
FDT44,OUT046,1885.14396
FDI19,OUT017,3964.343202
FDT22,OUT017,1087.759075
NCF54,OUT027,4143.473953
DRG25,OUT045,2878.725836
FDB59,OUT017,3240.279501
FDQ37,OUT017,3182.073131
FDP56,OUT035,956.9650399
FDW44,OUT035,2927.029885
FDJ26,OUT010,1521.163586
FDU43,OUT018,3516.457587
FDW33,OUT045,1619.481
NCX53,OUT027,3720.062618
FDN56,OUT010,448.6154329
DRF15,OUT049,2513.662949
FDO33,OUT017,1938.705099
FDZ39,OUT010,-191.1753172
NCJ19,OUT017,982.3803343
FDU01,OUT035,3126.584279
FDT12,OUT035,3698.245453
NCM18,OUT018,716.1674971
FDP19,OUT017,2147.447357
NCR42,OUT049,651.2555458
FDN10,OUT046,1909.689288
FDG44,OUT017,1012.138676
FDQ10,OUT046,2735.540077
DRH13,OUT049,1793.08929
FDT52,OUT013,3949.501844
FDM56,OUT045,1712.131063
NCO43,OUT010,-297.4393831
NCV29,OUT035,2943.443335
NCF06,OUT013,4123.126613
FDO50,OUT035,1621.326532
FDT59,OUT013,3674.650872
FDX40,OUT027,2075.229017
FDE50,OUT017,3068.862003
FDX51,OUT017,3279.255632
NCD30,OUT018,1291.962878
FDK15,OUT013,1649.216553
FDL12,OUT045,932.0478131
FDK46,OUT017,4205.051323
DRH49,OUT010,-611.4971705
FDQ57,OUT046,2355.421037
FDY59,OUT017,1626.551841
FDO09,OUT018,3883.578982
NCG30,OUT035,2129.443203
FDM09,OUT017,2825.913365
NCN17,OUT027,3056.056764
NCS42,OUT013,1463.088996
FDD02,OUT019,-17.08116872
FDE34,OUT013,2921.721251
FDU38,OUT045,2986.573498
FDB33,OUT046,2517.60743
NCJ29,OUT017,1492.964197
FDZ27,OUT035,965.4686667
FDI40,OUT013,1632.194196
FDG22,OUT013,722.8610224
FDT51,OUT017,1939.389768
FDF20,OUT018,2878.79879
FDV50,OUT035,2092.739926
FDT02,OUT049,728.6034248
DRC49,OUT017,2398.879083
FDF26,OUT049,2529.866621
FDV52,OUT035,2073.88101
FDX59,OUT049,710.0967669
FDV25,OUT035,3666.45946
FDW23,OUT027,2108.116112
FDE53,OUT018,1467.918942
FDA19,OUT017,2192.435956
FDH22,OUT046,2010.877993
NCO41,OUT013,1594.030091
FDX12,OUT017,3963.678309
FDF17,OUT013,3163.222716
FDS11,OUT045,3497.019661
FDR51,OUT035,2561.32594
FDT49,OUT010,-231.501086
FDC56,OUT013,1953.547936
FDR13,OUT027,3370.908933
FDQ60,OUT035,2073.345
FDN38,OUT049,4066.832856
NCL29,OUT013,2510.672414
FDO13,OUT027,4064.250953
FDE26,OUT018,2018.93176
FDA31,OUT010,817.8366922
FDX14,OUT035,1374.20293
FDA34,OUT045,2711.771257
FDF26,OUT013,2521.479208
FDE38,OUT045,2591.073187
DRI11,OUT046,1819.043426
FDQ60,OUT027,3387.147999
FDL21,OUT027,2175.724855
DRC12,OUT027,4486.548484
FDC47,OUT046,3594.501202
